location_name_1,N_1,E_1,X_1,Y_1,location_name_2,N_2,E_2,X_2,Y_2
grab_1216911497.074,8085.814,-6105.641,-5887.797,8214.702,grab_1216907521.897,8084.096,-6106.165,-5888.36,8212.998
grab_1216911498.032,8085.814,-6105.641,-5887.797,8214.702,grab_1216907521.897,8084.096,-6106.165,-5888.36,8212.998
grab_1216911498.201,8096.759,-6097.296,-5879.227,8225.44,grab_1216907523.094,8098.632,-6095.661,-5877.554,8227.273
grab_1216911499.055,8099.003,-6095.658,-5877.542,8227.643,grab_1216907523.094,8098.632,-6095.661,-5877.554,8227.273
grab_1216911499.226,8105.697,-6090.767,-5872.512,8234.216,grab_1216907523.942,8102.494,-6092.992,-5874.804,8231.069
grab_1216911500.076,8107.923,-6089.14,-5870.839,8236.401,grab_1216907524.112,8110.479,-6087.636,-5869.28,8238.919
grab_1216911500.242,8117.261,-6082.953,-5864.456,8245.584,grab_1216907525.136,8120.975,-6081.084,-5862.507,8249.25
grab_1216911501.098,8117.261,-6082.953,-5864.456,8245.584,grab_1216907525.136,8120.975,-6081.084,-5862.507,8249.25
grab_1216911501.266,8131.758,-6074.16,-5855.355,8259.859,grab_1216907526.154,8131.798,-6074.862,-5856.053,8259.914
grab_1216911502.128,8134.22,-6072.757,-5853.899,8262.284,grab_1216907527.002,8136.136,-6072.491,-5853.588,8264.191
grab_1216911502.285,8144.076,-6067.444,-5848.374,8272.004,grab_1216907527.177,8146.967,-6066.728,-5847.592,8274.874
grab_1216911503.140,8144.076,-6067.444,-5848.374,8272.004,grab_1216907527.177,8146.967,-6066.728,-5847.592,8274.874
grab_1216911503.309,8156.4,-6061.256,-5841.918,8284.169,grab_1216907528.314,8157.96,-6061.165,-5841.791,8285.724
grab_1216911504.161,8158.82,-6060.07,-5840.68,8286.557,grab_1216907529.388,8160.156,-6060.031,-5840.61,8287.89
grab_1216911504.327,8168.348,-6055.312,-5835.715,8295.962,grab_1216907530.235,8168.992,-6055.545,-5835.932,8296.61
grab_1216911505.181,8168.348,-6055.312,-5835.715,8295.962,grab_1216907530.235,8168.992,-6055.545,-5835.932,8296.61
grab_1216911505.351,8180.056,-6049.317,-5829.467,8307.515,grab_1216907530.438,8177.735,-6051.079,-5831.277,8305.238
grab_1216911506.201,8184.655,-6046.859,-5826.91,8312.052,grab_1216907531.429,8190.932,-6044.038,-5823.951,8318.254
grab_1216911506.370,8191.418,-6043.049,-5822.955,8318.717,grab_1216907531.429,8190.932,-6044.038,-5823.951,8318.254
grab_1216911507.233,8195.929,-6040.395,-5820.204,8323.16,grab_1216907531.429,8190.932,-6044.038,-5823.951,8318.254
grab_1216911507.394,8206.73,-6033.483,-5813.064,8333.788,grab_1216907533.471,8210.218,-6031.793,-5811.299,8337.231
grab_1216911508.412,8206.73,-6033.483,-5813.064,8333.788,grab_1216907533.471,8210.218,-6031.793,-5811.299,8337.231
grab_1216911508.619,8215.306,-6027.394,-5806.797,8342.212,grab_1216907534.319,8212.291,-6030.312,-5809.775,8339.268
grab_1216911509.431,8217.456,-6025.846,-5805.204,8344.323,grab_1216907534.523,8222.481,-6022.571,-5801.823,8349.266
grab_1216911509.609,8227.769,-6017.579,-5796.726,8354.432,grab_1216907535.515,8226.45,-6019.295,-5798.467,8353.154
grab_1216911510.452,8227.769,-6017.579,-5796.726,8354.432,grab_1216907535.515,8226.45,-6019.295,-5798.467,8353.154
grab_1216911510.657,8236.94,-6008.953,-5787.918,8363.393,grab_1216907536.563,8239.782,-6007.133,-5786.039,8366.188
grab_1216911511.476,8236.94,-6008.953,-5787.918,8363.393,grab_1216907536.563,8239.782,-6007.133,-5786.039,8366.188
grab_1216911511.650,8244.338,-6001.665,-5780.485,8370.613,grab_1216907537.384,8243.389,-6003.424,-5782.259,8369.706
grab_1216911512.496,8247.747,-5997.721,-5776.477,8373.927,grab_1216907537.620,8250.387,-5995.794,-5774.495,8376.519
grab_1216911512.708,8254.458,-5989.66,-5768.289,8380.445,grab_1216907538.573,8253.703,-5991.871,-5770.51,8379.741
grab_1216911513.519,8254.458,-5989.66,-5768.289,8380.445,grab_1216907538.573,8253.703,-5991.871,-5770.51,8379.741
grab_1216911513.755,8262.427,-5979.295,-5757.778,8388.165,grab_1216907539.429,8260.043,-5983.813,-5762.334,8385.888
grab_1216911514.707,8263.923,-5977.123,-5755.58,8389.609,grab_1216907539.625,8267.569,-5973.346,-5751.732,8393.164
grab_1216911514.881,8268.1,-5970.383,-5748.768,8393.627,grab_1216907540.618,8268.99,-5971.184,-5749.545,8394.534
grab_1216911515.561,8271.128,-5966.051,-5744.383,8396.552,grab_1216907540.791,8271.906,-5966.942,-5745.252,8397.348
grab_1216911515.796,8277.087,-5957.628,-5735.854,8402.31,grab_1216907541.470,8275.804,-5960.218,-5738.463,8401.088
grab_1216911516.752,8278.29,-5955.312,-5733.518,8403.458,grab_1216907541.703,8280.758,-5951.129,-5729.294,8405.828
grab_1216911516.918,8281.933,-5948.387,-5726.536,8406.939,grab_1216907542.674,8282.942,-5946.445,-5724.578,8407.902
grab_1216911517.602,8285.893,-5941.446,-5719.53,8410.735,grab_1216907542.836,8288.458,-5937.909,-5715.946,8413.215
grab_1216911517.942,8288.803,-5934.148,-5712.194,8413.475,grab_1216907543.850,8290.549,-5933.212,-5711.219,8415.197
grab_1216911518.797,8289.97,-5931.763,-5709.79,8414.586,grab_1216907543.850,8290.549,-5933.212,-5711.219,8415.197
grab_1216911518.961,8294.639,-5919.749,-5697.715,8418.974,grab_1216907544.024,8294.928,-5924.144,-5702.085,8419.362
grab_1216911519.644,8294.639,-5919.749,-5697.715,8418.974,grab_1216907544.024,8294.928,-5924.144,-5702.085,8419.362
grab_1216911519.846,8298.805,-5910.251,-5688.158,8422.917,grab_1216907545.896,8300.718,-5910.099,-5687.961,8424.824
grab_1216911520.666,8299.6,-5907.902,-5685.8,8423.658,grab_1216907545.896,8300.718,-5910.099,-5687.961,8424.824
grab_1216911520.898,8303.795,-5895.499,-5673.349,8427.564,grab_1216907546.910,8305.232,-5898.369,-5676.173,8429.064
grab_1216911521.857,8306.756,-5893.314,-5671.103,8430.471,grab_1216907547.085,8308.562,-5888.91,-5666.674,8432.174
grab_1216911522.028,8313.748,-5884.294,-5661.955,8437.247,grab_1216907547.938,8309.413,-5886.562,-5664.316,8432.971
grab_1216911522.714,8314.732,-5881.824,-5659.471,8438.173,grab_1216907548.106,8312.705,-5877.16,-5654.875,8436.044
grab_1216911522.923,8318.945,-5871.902,-5649.491,8442.154,grab_1216907549.127,8316.071,-5867.781,-5645.456,8439.191
grab_1216911523.729,8318.945,-5871.902,-5649.491,8442.154,grab_1216907549.127,8316.071,-5867.781,-5645.456,8439.191
grab_1216911523.899,8324.733,-5857.111,-5634.624,8447.597,grab_1216907550.151,8319.173,-5853.733,-5631.392,8441.969
grab_1216911524.753,8324.733,-5857.111,-5634.624,8447.597,grab_1216907550.151,8319.173,-5853.733,-5631.392,8441.969
grab_1216911524.954,8328.24,-5847.253,-5624.724,8450.874,grab_1216907551.170,8321.341,-5844.029,-5621.677,8443.913
grab_1216911525.772,8328.24,-5847.253,-5624.724,8450.874,grab_1216907551.170,8321.341,-5844.029,-5621.677,8443.913
grab_1216911525.938,8333.104,-5832.361,-5609.778,8455.392,grab_1216907552.018,8327.851,-5827.703,-5605.265,8450.041
grab_1216911526.795,8333.104,-5832.361,-5609.778,8455.392,grab_1216907552.018,8327.851,-5827.703,-5605.265,8450.041
grab_1216911527.021,8337.025,-5819.767,-5597.144,8459.021,grab_1216907553.214,8331.851,-5815.732,-5593.249,8453.762
grab_1216911527.985,8337.749,-5817.291,-5594.661,8459.687,grab_1216907553.214,8331.851,-5815.732,-5593.249,8453.762
grab_1216911528.157,8337.259,-5809.502,-5586.916,8459.021,grab_1216907554.061,8332.536,-5813.335,-5590.846,8454.392
grab_1216911528.666,8338.007,-5804.349,-5581.768,8459.65,grab_1216907554.238,8335.147,-5803.721,-5581.21,8456.78
grab_1216911529.343,8336.936,-5801.683,-5579.138,8458.521,grab_1216907555.082,8336.602,-5801.687,-5579.149,8458.187
grab_1216911529.578,8340.159,-5788.821,-5566.253,8461.446,grab_1216907555.256,8343.582,-5794.068,-5571.397,8464.982
grab_1216911530.535,8341.503,-5783.567,-5560.989,8462.668,grab_1216907555.256,8343.582,-5794.068,-5571.397,8464.982
grab_1216911531.048,8342.81,-5778.277,-5555.691,8463.853,grab_1216907556.273,8347.189,-5774.104,-5551.43,8468.13
grab_1216911531.282,8345.289,-5764.709,-5542.12,8466.019,grab_1216907557.814,8348.14,-5760.822,-5538.182,8468.778
grab_1216911532.239,8345.518,-5761.957,-5539.374,8466.186,grab_1216907557.814,8348.14,-5760.822,-5538.182,8468.778
grab_1216911532.408,8347.214,-5751.013,-5528.436,8467.63,grab_1216907558.827,8350.813,-5742.835,-5520.207,8471.037
grab_1216911533.261,8347.408,-5748.192,-5525.621,8467.76,grab_1216907558.827,8350.813,-5742.835,-5520.207,8471.037
grab_1216911533.430,8349.495,-5737.165,-5514.591,8469.592,grab_1216907560.188,8351.187,-5740.225,-5517.598,8471.351
grab_1216911534.279,8350.188,-5734.435,-5511.856,8470.222,grab_1216907560.359,8352.907,-5729.878,-5507.254,8472.833
grab_1216911534.453,8353.064,-5720.531,-5497.942,8472.777,grab_1216907561.380,8355.816,-5714.528,-5491.899,8475.388
grab_1216911535.301,8353.684,-5717.742,-5495.15,8473.332,grab_1216907561.380,8355.816,-5714.528,-5491.899,8475.388
grab_1216911535.474,8356.501,-5700.723,-5478.136,8475.758,grab_1216907562.404,8356.895,-5704.604,-5481.99,8476.239
grab_1216911536.866,8356.501,-5700.723,-5478.136,8475.758,grab_1216907562.404,8356.895,-5704.604,-5481.99,8476.239
grab_1216911536.948,8358.903,-5686.464,-5463.879,8477.832,grab_1216907564.273,8359.312,-5685.6,-5463.009,8478.22
grab_1216911537.853,8359.353,-5680.569,-5457.998,8478.146,grab_1216907564.273,8359.312,-5685.6,-5463.009,8478.22
grab_1216911538.024,8360.265,-5674.731,-5452.163,8478.924,grab_1216907564.444,8361.17,-5674.867,-5452.276,8479.831
grab_1216911538.706,8360.85,-5671.804,-5449.234,8479.442,grab_1216907564.444,8361.17,-5674.867,-5452.276,8479.831
grab_1216911538.909,8363.599,-5660.263,-5437.676,8481.923,grab_1216907565.468,8363.47,-5661.03,-5438.443,8481.812
grab_1216911539.727,8365.432,-5651.436,-5428.843,8483.553,grab_1216907566.491,8364.999,-5650.082,-5427.505,8483.09
grab_1216911540.064,8367.821,-5639.371,-5416.771,8485.663,grab_1216907566.491,8364.999,-5650.082,-5427.505,8483.09
grab_1216911540.919,8368.648,-5636.449,-5413.842,8486.422,grab_1216907566.491,8364.999,-5650.082,-5427.505,8483.09
grab_1216911541.087,8370.355,-5624.219,-5401.622,8487.848,grab_1216907567.600,8370.447,-5619.35,-5396.771,8487.829
grab_1216911541.938,8370.65,-5621.02,-5398.43,8488.07,grab_1216907567.600,8370.447,-5619.35,-5396.771,8487.829
grab_1216911542.105,8372.654,-5608.774,-5386.187,8489.792,grab_1216907569.549,8373.728,-5602.33,-5379.745,8490.718
grab_1216911542.967,8373.923,-5602.714,-5380.122,8490.921,grab_1216907569.549,8373.728,-5602.33,-5379.745,8490.718
grab_1216911543.129,8376.15,-5593.735,-5371.128,8492.939,grab_1216907570.572,8376.76,-5588.12,-5365.522,8493.421
grab_1216911543.979,8376.793,-5590.74,-5368.13,8493.513,grab_1216907570.572,8376.76,-5588.12,-5365.522,8493.421
grab_1216911544.149,8379.196,-5578.882,-5356.265,8495.643,grab_1216907571.595,8378.161,-5574.653,-5352.079,8494.513
grab_1216911545.002,8379.905,-5572.982,-5350.372,8496.217,grab_1216907572.441,8378.576,-5571.917,-5349.344,8494.865
grab_1216911545.173,8381.875,-5561.435,-5338.827,8497.92,grab_1216907572.611,8380.287,-5561.146,-5338.577,8496.328
grab_1216911546.022,8382.494,-5558.669,-5336.058,8498.475,grab_1216907572.611,8380.287,-5561.146,-5338.577,8496.328
grab_1216911546.188,8384.095,-5550.273,-5327.66,8499.882,grab_1216907573.633,8382.07,-5550.468,-5327.902,8497.864
grab_1216911547.043,8384.724,-5544.659,-5322.054,8500.382,grab_1216907574.482,8383.118,-5545.15,-5322.581,8498.79
grab_1216911547.211,8387.072,-5534.408,-5311.789,8502.493,grab_1216907574.654,8385.621,-5534.627,-5312.043,8501.049
grab_1216911548.073,8387.072,-5534.408,-5311.789,8502.493,grab_1216907574.654,8385.621,-5534.627,-5312.043,8501.049
grab_1216911548.232,8389.125,-5521.645,-5299.032,8504.252,grab_1216907575.676,8389.063,-5521.954,-5299.341,8504.196
grab_1216911549.088,8389.496,-5519.23,-5296.618,8504.567,grab_1216907576.523,8389.785,-5519.535,-5296.915,8504.863
grab_1216911549.253,8391.389,-5510.232,-5287.612,8506.251,grab_1216907576.696,8392.775,-5510.413,-5287.76,8507.64
grab_1216911550.106,8391.389,-5510.232,-5287.612,8506.251,grab_1216907576.696,8392.775,-5510.413,-5287.76,8507.64
grab_1216911550.272,8393.662,-5500.806,-5278.172,8508.307,grab_1216907577.718,8396.532,-5500.205,-5277.506,8511.158
grab_1216911551.125,8394.051,-5499.207,-5276.57,8508.658,grab_1216907577.718,8396.532,-5500.205,-5277.506,8511.158
grab_1216911551.299,8403.214,-5490.995,-5268.175,8517.619,grab_1216907578.739,8401.969,-5490.312,-5267.524,8516.36
grab_1216911552.656,8403.214,-5490.995,-5268.175,8517.619,grab_1216907578.739,8401.969,-5490.312,-5267.524,8516.36
grab_1216911552.827,8406.974,-5486.314,-5263.424,8521.267,grab_1216907579.587,8405.993,-5485.418,-5262.555,8520.267
grab_1216911554.188,8408.25,-5484.045,-5261.134,8522.489,grab_1216907579.587,8405.993,-5485.418,-5262.555,8520.267
grab_1216911558.784,8412.201,-5481.551,-5258.556,8526.377,grab_1216907580.607,8411.396,-5481.061,-5258.088,8525.562
grab_1216911562.866,8416.81,-5478.669,-5255.577,8530.913,grab_1216907582.650,8419.125,-5478.01,-5254.865,8533.209
grab_1216911564.907,8423.601,-5476.917,-5253.671,8537.652,grab_1216907591.336,8426.713,-5477.068,-5253.748,8540.763
grab_1216911566.442,8429.034,-5476.903,-5253.528,8543.077,grab_1216907591.336,8426.713,-5477.068,-5253.748,8540.763
grab_1216911567.465,8437.629,-5477.352,-5253.77,8551.668,grab_1216907593.881,8440.483,-5476.613,-5252.967,8554.501
grab_1216911568.486,8437.629,-5477.352,-5253.77,8551.668,grab_1216907593.881,8440.483,-5476.613,-5252.967,8554.501
grab_1216911568.656,8445.336,-5476.862,-5253.099,8559.351,grab_1216907594.902,8442.062,-5476.511,-5252.828,8556.074
grab_1216911569.512,8446.844,-5476.609,-5252.811,8560.851,grab_1216907594.902,8442.062,-5476.511,-5252.828,8556.074
grab_1216911569.671,8456.82,-5472.598,-5248.579,8570.719,grab_1216907595.074,8452.05,-5474.362,-5250.449,8565.998
grab_1216911571.035,8463.121,-5467.905,-5243.757,8576.903,grab_1216907596.435,8460.734,-5468.471,-5244.377,8574.533
grab_1216911572.054,8468.467,-5461.158,-5236.91,8582.087,grab_1216907597.623,8468.965,-5459.653,-5235.4,8582.55
grab_1216911573.076,8468.467,-5461.158,-5236.91,8582.087,grab_1216907597.623,8468.965,-5459.653,-5235.4,8582.55
grab_1216911573.249,8472.662,-5449.639,-5225.34,8586.012,grab_1216907599.150,8472.937,-5449.749,-5225.443,8586.29
grab_1216911574.612,8472.869,-5447.886,-5223.59,8586.179,grab_1216907599.150,8472.937,-5449.749,-5225.443,8586.29
grab_1216911574.839,8471.619,-5435.21,-5210.996,8584.642,grab_1216907601.031,8470.527,-5431.072,-5206.902,8583.457
grab_1216911576.188,8467.74,-5426.413,-5202.329,8580.569,grab_1216907601.031,8470.527,-5431.072,-5206.902,8583.457
grab_1216911577.163,8466.628,-5424.745,-5200.694,8579.421,grab_1216907602.219,8462.683,-5419.658,-5195.722,8575.367
grab_1216911577.330,8456.783,-5414.94,-5191.164,8569.368,grab_1216907603.580,8454.85,-5413.505,-5189.781,8567.405
grab_1216911578.692,8455.122,-5413.764,-5190.033,8567.683,grab_1216907603.580,8454.85,-5413.505,-5189.781,8567.405
grab_1216911578.865,8451.495,-5411.82,-5188.183,8564.017,grab_1216907603.580,8454.85,-5413.505,-5189.781,8567.405
grab_1216911579.544,8445.611,-5409.607,-5186.119,8558.092,grab_1216907604.600,8445.391,-5409.51,-5186.028,8557.87
grab_1216911579.885,8437.284,-5407.211,-5183.931,8549.724,grab_1216907605.796,8435.451,-5406.284,-5183.052,8547.872
grab_1216911580.733,8437.284,-5407.211,-5183.931,8549.724,grab_1216907605.796,8435.451,-5406.284,-5183.052,8547.872
grab_1216911580.909,8426.695,-5403.132,-5180.121,8539.059,grab_1216907606.819,8425.755,-5402.088,-5179.104,8538.097
grab_1216911581.755,8424.549,-5402.106,-5179.151,8536.893,grab_1216907606.819,8425.755,-5402.088,-5179.104,8538.097
grab_1216911581.927,8416.839,-5397.036,-5174.286,8529.08,grab_1216907607.836,8415.084,-5395.135,-5172.434,8527.284
grab_1216911582.773,8416.839,-5397.036,-5174.286,8529.08,grab_1216907607.836,8415.084,-5395.135,-5172.434,8527.284
grab_1216911582.949,8402.95,-5383.22,-5160.858,8514.898,grab_1216907609.880,8399.921,-5379.429,-5157.155,8511.787
grab_1216911584.372,8402.95,-5383.22,-5160.858,8514.898,grab_1216907609.880,8399.921,-5379.429,-5157.155,8511.787
grab_1216911584.477,8394.762,-5373.108,-5150.983,8506.492,grab_1216907610.902,8392.639,-5370.256,-5148.193,8504.307
grab_1216911585.331,8393.122,-5371.037,-5148.959,8504.807,grab_1216907610.902,8392.639,-5370.256,-5148.193,8504.307
grab_1216911585.499,8386.47,-5362.682,-5140.798,8497.975,grab_1216907611.920,8383.319,-5358.544,-5136.752,8494.735
grab_1216911586.354,8386.47,-5362.682,-5140.798,8497.975,grab_1216907611.920,8383.319,-5358.544,-5136.752,8494.735
grab_1216911586.519,8376.613,-5350.13,-5128.533,8487.848,grab_1216907612.941,8376.757,-5350.317,-5128.716,8487.996
grab_1216911587.540,8375.177,-5348.053,-5126.499,8486.367,grab_1216907612.941,8376.757,-5350.317,-5128.716,8487.996
grab_1216911587.714,8370.369,-5341.774,-5120.36,8481.423,grab_1216907613.973,8366.5,-5337.423,-5116.12,8477.461
grab_1216911588.560,8368.694,-5339.576,-5118.211,8479.701,grab_1216907613.973,8366.5,-5337.423,-5116.12,8477.461
grab_1216911588.757,8359.993,-5328.406,-5107.295,8470.759,grab_1216907614.982,8359.396,-5328.564,-5107.467,8470.166
grab_1216911589.586,8359.993,-5328.406,-5107.295,8470.759,grab_1216907614.982,8359.396,-5328.564,-5107.467,8470.166
grab_1216911589.755,8352.82,-5319.315,-5098.413,8463.39,grab_1216907615.835,8355.789,-5324.082,-5103.089,8466.464
grab_1216911590.602,8349.179,-5314.706,-5093.91,8459.65,grab_1216907616.004,8348.449,-5315.011,-5094.231,8458.928
grab_1216911590.806,8341.826,-5305.416,-5084.834,8452.096,grab_1216907617.026,8339.089,-5303.446,-5082.938,8449.319
grab_1216911591.796,8338.113,-5300.736,-5080.262,8448.282,grab_1216907617.874,8337.196,-5301.094,-5080.64,8447.375
grab_1216911591.968,8334.381,-5296.044,-5075.678,8444.45,grab_1216907618.049,8331.57,-5294.072,-5073.782,8441.598
grab_1216911592.648,8330.577,-5291.27,-5071.014,8440.543,grab_1216907618.049,8331.57,-5294.072,-5073.782,8441.598
grab_1216911592.851,8321.024,-5279.264,-5059.287,8430.73,grab_1216907619.084,8320.249,-5279.89,-5059.928,8429.971
grab_1216911593.840,8319.095,-5276.842,-5056.92,8428.749,grab_1216907619.084,8320.249,-5279.89,-5059.928,8429.971
grab_1216911594.004,8313.199,-5269.47,-5049.719,8422.695,grab_1216907619.915,8310.589,-5267.641,-5047.96,8420.047
grab_1216911594.690,8309.233,-5264.508,-5044.873,8418.622,grab_1216907620.939,8308.625,-5265.126,-5045.502,8418.029
grab_1216911595.112,8301.21,-5254.467,-5035.065,8410.383,grab_1216907621.111,8300.642,-5255.006,-5035.615,8409.827
grab_1216911595.711,8301.21,-5254.467,-5035.065,8410.383,grab_1216907621.111,8300.642,-5255.006,-5035.615,8409.827
grab_1216911595.881,8293.116,-5244.31,-5025.143,8402.07,grab_1216907622.131,8290.423,-5242.077,-5022.984,8399.33
grab_1216911596.732,8291.098,-5241.76,-5022.651,8399.996,grab_1216907622.131,8290.423,-5242.077,-5022.984,8399.33
grab_1216911596.933,8280.918,-5228.74,-5009.929,8389.535,grab_1216907623.155,8278.352,-5226.625,-5007.884,8386.925
grab_1216911597.923,8278.864,-5226.131,-5007.38,8387.425,grab_1216907623.155,8278.352,-5226.625,-5007.884,8386.925
grab_1216911598.093,8272.647,-5218.223,-4999.652,8381.037,grab_1216907624.174,8266.097,-5211.065,-4992.68,8374.335
grab_1216911598.773,8268.484,-5212.947,-4994.497,8376.76,grab_1216907624.174,8266.097,-5211.065,-4992.68,8374.335
grab_1216911598.976,8260.16,-5202.29,-4984.083,8368.206,grab_1216907625.537,8255.953,-5198.116,-4980.026,8363.911
grab_1216911599.965,8258.051,-5199.623,-4981.477,8366.04,grab_1216907625.537,8255.953,-5198.116,-4980.026,8363.911
grab_1216911600.134,8251.838,-5191.576,-4973.612,8359.653,grab_1216907626.385,8253.917,-5195.541,-4977.511,8361.819
grab_1216911600.814,8245.605,-5183.541,-4965.759,8353.247,grab_1216907627.237,8245.917,-5185.306,-4967.509,8353.598
grab_1216911601.153,8237.229,-5172.734,-4955.197,8344.637,grab_1216907627.459,8236.046,-5172.592,-4955.083,8343.452
grab_1216911602.006,8235.121,-5170.044,-4952.567,8342.471,grab_1216907627.459,8236.046,-5172.592,-4955.083,8343.452
grab_1216911602.176,8226.803,-5159.18,-4941.948,8333.917,grab_1216907629.281,8226.376,-5159.975,-4942.749,8333.51
grab_1216911603.031,8224.733,-5156.445,-4939.273,8331.788,grab_1216907629.281,8226.376,-5159.975,-4942.749,8333.51
grab_1216911603.195,8218.43,-5148.224,-4931.236,8325.308,grab_1216907629.479,8216.852,-5147.487,-4930.54,8323.716
grab_1216911603.876,8216.342,-5145.488,-4928.561,8323.16,grab_1216907629.479,8216.852,-5147.487,-4930.54,8323.716
grab_1216911604.074,8205.938,-5131.751,-4915.129,8312.459,grab_1216907631.320,8207.381,-5135.115,-4918.446,8313.977
grab_1216911604.902,8205.938,-5131.751,-4915.129,8312.459,grab_1216907631.320,8207.381,-5135.115,-4918.446,8313.977
grab_1216911605.070,8197.569,-5120.645,-4904.269,8303.85,grab_1216907631.515,8198.056,-5122.873,-4906.477,8304.387
grab_1216911605.917,8195.463,-5117.862,-4901.549,8301.683,grab_1216907631.515,8198.056,-5122.873,-4906.477,8304.387
grab_1216911606.118,8184.913,-5103.995,-4887.991,8290.834,grab_1216907633.561,8179.881,-5098.618,-4882.756,8285.687
grab_1216911607.115,8182.771,-5101.201,-4885.258,8288.631,grab_1216907633.561,8179.881,-5098.618,-4882.756,8285.687
grab_1216911607.279,8176.379,-5092.828,-4877.073,8282.058,grab_1216907633.561,8179.881,-5098.618,-4882.756,8285.687
grab_1216911607.960,8174.237,-5090.022,-4874.33,8279.855,grab_1216907634.619,8169.124,-5084.126,-4868.58,8274.615
grab_1216911608.158,8167.791,-5081.568,-4866.065,8273.226,grab_1216907635.575,8167.324,-5081.73,-4866.237,8272.764
grab_1216911608.987,8163.49,-5075.863,-4860.486,8268.801,grab_1216907635.742,8161.982,-5074.519,-4859.183,8267.265
grab_1216911609.189,8150.516,-5058.574,-4843.578,8255.452,grab_1216907636.658,8151.296,-5060.12,-4845.099,8256.267
grab_1216911610.181,8146.161,-5052.765,-4837.896,8250.972,grab_1216907637.620,8144.172,-5050.536,-4835.725,8248.935
grab_1216911610.667,8143.947,-5049.842,-4835.038,8248.695,grab_1216907637.620,8144.172,-5050.536,-4835.725,8248.935
grab_1216911610.747,8137.324,-5041.05,-4826.442,8241.881,grab_1216907638.670,8133.41,-5036.239,-4821.743,8237.863
grab_1216911611.534,8135.111,-5038.105,-4823.561,8239.604,grab_1216907638.670,8133.41,-5036.239,-4821.743,8237.863
grab_1216911611.735,8123.971,-5023.305,-4809.088,8228.143,grab_1216907639.665,8124.448,-5024.338,-4810.106,8228.643
grab_1216911612.728,8121.74,-5020.324,-4806.173,8225.847,grab_1216907640.507,8122.685,-5021.977,-4807.796,8226.829
grab_1216911612.898,8115.011,-5011.312,-4797.358,8218.923,grab_1216907640.711,8113.743,-5009.996,-4796.078,8217.627
grab_1216911613.577,8112.761,-5008.319,-4794.432,8216.609,grab_1216907640.711,8113.743,-5009.996,-4796.078,8217.627
grab_1216911613.781,8101.444,-4993.159,-4779.604,8204.963,grab_1216907643.012,8101.239,-4993.2,-4779.65,8204.759
grab_1216911614.769,8099.177,-4990.108,-4776.62,8202.63,grab_1216907643.012,8101.239,-4993.2,-4779.65,8204.759
grab_1216911614.949,8092.323,-4980.921,-4767.635,8195.576,grab_1216907643.257,8092.298,-4981.208,-4767.921,8195.558
grab_1216911615.619,8090.038,-4977.835,-4764.616,8193.225,grab_1216907643.257,8092.298,-4981.208,-4767.921,8195.558
grab_1216911615.817,8076.364,-4959.53,-4746.713,8179.154,grab_1216907645.301,8076.14,-4959.606,-4746.794,8178.931
grab_1216911616.810,8074.097,-4956.491,-4743.741,8176.821,grab_1216907645.301,8076.14,-4959.606,-4746.794,8178.931
grab_1216911616.982,8069.564,-4950.39,-4737.773,8172.155,grab_1216907646.129,8070.778,-4952.429,-4739.774,8173.414
grab_1216911617.660,8065.049,-4944.324,-4731.84,8167.508,grab_1216907646.360,8063.543,-4942.876,-4730.434,8165.971
grab_1216911617.865,8055.999,-4932.179,-4719.962,8158.195,grab_1216907647.485,8054.451,-4930.972,-4718.796,8156.621
grab_1216911618.682,8051.427,-4926.181,-4714.097,8153.492,grab_1216907647.485,8054.451,-4930.972,-4718.796,8156.621
grab_1216911618.915,8042.242,-4914.274,-4702.459,8144.05,grab_1216907649.189,8045.268,-4918.985,-4707.078,8147.179
grab_1216911619.872,8039.899,-4911.337,-4699.589,8141.643,grab_1216907649.417,8036.045,-4907.158,-4695.52,8137.699
grab_1216911620.055,8030.524,-4899.656,-4688.18,8132.015,grab_1216907650.548,8028.563,-4897.796,-4686.375,8130.016
grab_1216911620.730,8030.524,-4899.656,-4688.18,8132.015,grab_1216907650.548,8028.563,-4897.796,-4686.375,8130.016
grab_1216911620.931,8018.22,-4885.495,-4674.371,8119.407,grab_1216907651.231,8018.946,-4886.189,-4675.046,8120.147
grab_1216911621.750,8018.22,-4885.495,-4674.371,8119.407,grab_1216907651.231,8018.946,-4886.189,-4675.046,8120.147
grab_1216911621.914,8008.349,-4874.4,-4663.558,8109.298,grab_1216907652.253,8011.014,-4877.046,-4666.129,8112.02
grab_1216911622.772,8005.798,-4871.63,-4660.86,8106.687,grab_1216907653.104,8001.086,-4866.041,-4655.407,8101.855
grab_1216911622.971,7991.194,-4855.084,-4644.731,8091.727,grab_1216907654.126,7993.221,-4857.267,-4646.857,8093.801
grab_1216911623.795,7991.194,-4855.084,-4644.731,8091.727,grab_1216907654.126,7993.221,-4857.267,-4646.857,8093.801
grab_1216911623.957,7978.968,-4841.568,-4631.562,8079.212,grab_1216907655.994,7978.676,-4842.17,-4632.169,8078.934
grab_1216911624.812,7978.968,-4841.568,-4631.562,8079.212,grab_1216907655.994,7978.676,-4842.17,-4632.169,8078.934
grab_1216911625.007,7965.291,-4829.041,-4619.413,8065.27,grab_1216907657.051,7961.747,-4825.122,-4615.595,8061.641
grab_1216911625.834,7965.291,-4829.041,-4619.413,8065.27,grab_1216907657.051,7961.747,-4825.122,-4615.595,8061.641
